2020/02/26 14:07:26 Files already downloaded and verified
2020/02/26 14:07:27 => created new encoder model...
2020/02/27 11:06:01 step 6709: train=0.018688 test=0.017573 entropy=4.135598 used=64
2020/02/27 11:06:12 step 6710: train=0.017033 test=0.015298 entropy=4.137393 used=64
2020/02/27 11:06:26 step 6711: train=0.017256 test=0.012998 entropy=4.137670 used=64
2020/02/27 11:06:37 step 6712: train=0.016747 test=0.014534 entropy=4.134201 used=64
2020/02/27 11:06:47 step 6713: train=0.015610 test=0.020356 entropy=4.141171 used=64
2020/02/27 11:06:57 step 6714: train=0.015175 test=0.014533 entropy=4.137858 used=64
2020/02/27 11:07:07 step 6715: train=0.018356 test=0.016269 entropy=4.136010 used=64
2020/02/27 11:07:17 step 6716: train=0.016254 test=0.016973 entropy=4.132300 used=64
2020/02/27 11:07:27 step 6717: train=0.016630 test=0.015696 entropy=4.136658 used=64
2020/02/27 11:07:37 step 6718: train=0.017604 test=0.017746 entropy=4.137622 used=64
2020/02/27 11:07:48 step 6719: train=0.014718 test=0.017048 entropy=4.142409 used=64
2020/02/27 11:07:58 step 6720: train=0.017697 test=0.016842 entropy=4.139610 used=64
2020/02/27 11:08:12 step 6721: train=0.016401 test=0.015943 entropy=4.140758 used=64
2020/02/27 11:08:23 step 6722: train=0.017201 test=0.015863 entropy=4.135857 used=64
2020/02/27 11:08:33 step 6723: train=0.015021 test=0.015644 entropy=4.139041 used=64
2020/02/27 11:08:43 step 6724: train=0.014478 test=0.017116 entropy=4.138130 used=64
2020/02/27 11:08:53 step 6725: train=0.014713 test=0.015565 entropy=4.134551 used=64
2020/02/27 11:09:03 step 6726: train=0.017914 test=0.017023 entropy=4.136004 used=64
2020/02/27 11:09:13 step 6727: train=0.015451 test=0.015430 entropy=4.136541 used=64
2020/02/27 11:09:24 step 6728: train=0.015931 test=0.016515 entropy=4.139881 used=64
2020/02/27 11:09:34 step 6729: train=0.017649 test=0.017509 entropy=4.134869 used=64
2020/02/27 11:09:44 step 6730: train=0.019606 test=0.016636 entropy=4.131977 used=64
2020/02/27 11:10:00 step 6731: train=0.016199 test=0.017051 entropy=4.144675 used=64
2020/02/27 11:10:10 step 6732: train=0.018422 test=0.017880 entropy=4.132812 used=64
2020/02/27 11:10:20 step 6733: train=0.015764 test=0.016347 entropy=4.137830 used=64
2020/02/27 11:10:31 step 6734: train=0.018132 test=0.021626 entropy=4.134917 used=64
2020/02/27 11:10:41 step 6735: train=0.015856 test=0.015685 entropy=4.132591 used=64
2020/02/27 11:10:51 step 6736: train=0.016443 test=0.015956 entropy=4.138092 used=64
2020/02/27 11:11:01 step 6737: train=0.018559 test=0.015938 entropy=4.140865 used=64
2020/02/27 11:11:11 step 6738: train=0.018826 test=0.016792 entropy=4.133431 used=64
2020/02/27 11:11:22 step 6739: train=0.016255 test=0.015401 entropy=4.133911 used=64
2020/02/27 11:11:32 step 6740: train=0.014704 test=0.014839 entropy=4.138150 used=64
2020/02/27 11:11:46 step 6741: train=0.017418 test=0.015675 entropy=4.141288 used=64
2020/02/27 11:11:57 step 6742: train=0.015353 test=0.017973 entropy=4.137610 used=64
2020/02/27 11:12:07 step 6743: train=0.014206 test=0.017949 entropy=4.141293 used=64
2020/02/27 11:12:17 step 6744: train=0.015163 test=0.017773 entropy=4.139174 used=64
2020/02/27 11:12:27 step 6745: train=0.016862 test=0.013585 entropy=4.141804 used=64
2020/02/27 11:12:37 step 6746: train=0.015738 test=0.016094 entropy=4.137987 used=64
2020/02/27 11:12:47 step 6747: train=0.017899 test=0.014283 entropy=4.133604 used=64
2020/02/27 11:12:57 step 6748: train=0.016503 test=0.019232 entropy=4.139689 used=64
2020/02/27 11:13:08 step 6749: train=0.015563 test=0.016430 entropy=4.137133 used=64
2020/02/27 11:13:18 step 6750: train=0.018986 test=0.017134 entropy=4.138280 used=64
2020/02/27 11:13:32 step 6751: train=0.016665 test=0.018295 entropy=4.139553 used=64
2020/02/27 11:13:43 step 6752: train=0.016274 test=0.015355 entropy=4.136529 used=64
2020/02/27 11:13:53 step 6753: train=0.019181 test=0.014440 entropy=4.132571 used=64
2020/02/27 11:14:03 step 6754: train=0.018070 test=0.018329 entropy=4.139461 used=64
2020/02/27 11:14:13 step 6755: train=0.015756 test=0.017310 entropy=4.138635 used=64
2020/02/27 11:14:23 step 6756: train=0.014808 test=0.020136 entropy=4.135745 used=64
2020/02/27 11:14:33 step 6757: train=0.019239 test=0.017213 entropy=4.141558 used=64
2020/02/27 11:14:43 step 6758: train=0.013083 test=0.020728 entropy=4.139582 used=64
2020/02/27 11:14:54 step 6759: train=0.015047 test=0.015347 entropy=4.140084 used=64
2020/02/27 11:15:04 step 6760: train=0.015441 test=0.015472 entropy=4.138062 used=64
2020/02/27 11:15:18 step 6761: train=0.015447 test=0.015588 entropy=4.143169 used=64
2020/02/27 11:15:29 step 6762: train=0.015573 test=0.019127 entropy=4.136147 used=64
2020/02/27 11:15:39 step 6763: train=0.015976 test=0.017515 entropy=4.133584 used=64
2020/02/27 11:15:49 step 6764: train=0.014182 test=0.017914 entropy=4.136675 used=64
2020/02/27 11:15:59 step 6765: train=0.016924 test=0.018768 entropy=4.141885 used=64
2020/02/27 11:16:09 step 6766: train=0.016292 test=0.013498 entropy=4.136192 used=64
2020/02/27 11:16:19 step 6767: train=0.018270 test=0.014299 entropy=4.138763 used=64
2020/02/27 11:16:30 step 6768: train=0.016356 test=0.017697 entropy=4.138698 used=64
2020/02/27 11:16:40 step 6769: train=0.015501 test=0.015624 entropy=4.137370 used=64
2020/02/27 11:16:50 step 6770: train=0.014764 test=0.018638 entropy=4.140133 used=64
2020/02/27 11:17:04 step 6771: train=0.016097 test=0.016992 entropy=4.138083 used=64
2020/02/27 11:17:15 step 6772: train=0.016008 test=0.016868 entropy=4.140013 used=64
2020/02/27 11:17:25 step 6773: train=0.013684 test=0.019817 entropy=4.133573 used=64
2020/02/27 11:17:35 step 6774: train=0.016980 test=0.015467 entropy=4.139498 used=64
2020/02/27 11:17:45 step 6775: train=0.016722 test=0.018933 entropy=4.139282 used=64
2020/02/27 11:17:55 step 6776: train=0.015594 test=0.017310 entropy=4.143047 used=64
2020/02/27 11:18:05 step 6777: train=0.016635 test=0.014248 entropy=4.138419 used=64
2020/02/27 11:18:15 step 6778: train=0.017161 test=0.015986 entropy=4.138544 used=64
2020/02/27 11:18:25 step 6779: train=0.017059 test=0.016505 entropy=4.137583 used=64
2020/02/27 11:18:36 step 6780: train=0.015174 test=0.015816 entropy=4.132507 used=64
2020/02/27 11:18:50 step 6781: train=0.019483 test=0.015120 entropy=4.142267 used=64
2020/02/27 11:19:00 step 6782: train=0.018786 test=0.017198 entropy=4.140218 used=64
2020/02/27 11:19:10 step 6783: train=0.014663 test=0.017071 entropy=4.137696 used=64
2020/02/27 11:19:21 step 6784: train=0.016043 test=0.016634 entropy=4.142220 used=64
2020/02/27 11:19:31 step 6785: train=0.013686 test=0.016117 entropy=4.141247 used=64
2020/02/27 11:19:41 step 6786: train=0.015704 test=0.018607 entropy=4.137383 used=64
2020/02/27 11:19:51 step 6787: train=0.017632 test=0.014120 entropy=4.142266 used=64
2020/02/27 11:20:01 step 6788: train=0.015229 test=0.017162 entropy=4.138851 used=64
2020/02/27 11:20:12 step 6789: train=0.018022 test=0.016895 entropy=4.141426 used=64
2020/02/27 11:20:22 step 6790: train=0.015847 test=0.016443 entropy=4.136000 used=64
2020/02/27 11:20:36 step 6791: train=0.015872 test=0.014123 entropy=4.137600 used=64
2020/02/27 11:20:47 step 6792: train=0.018070 test=0.014200 entropy=4.136022 used=64
2020/02/27 11:20:57 step 6793: train=0.018104 test=0.015543 entropy=4.141548 used=64
2020/02/27 11:21:07 step 6794: train=0.016692 test=0.015408 entropy=4.135702 used=64
2020/02/27 11:21:17 step 6795: train=0.018500 test=0.019690 entropy=4.139238 used=64
2020/02/27 11:21:27 step 6796: train=0.017543 test=0.016754 entropy=4.134716 used=64
2020/02/27 11:21:37 step 6797: train=0.017351 test=0.016814 entropy=4.139823 used=64
2020/02/27 11:21:48 step 6798: train=0.019193 test=0.016136 entropy=4.133380 used=64
2020/02/27 11:21:58 step 6799: train=0.014415 test=0.014050 entropy=4.135855 used=64
2020/02/27 11:22:08 step 6800: train=0.018146 test=0.017882 entropy=4.138968 used=64
2020/02/27 11:22:23 step 6801: train=0.016784 test=0.014861 entropy=4.138489 used=64
2020/02/27 11:22:33 step 6802: train=0.019581 test=0.015216 entropy=4.136953 used=64
2020/02/27 11:22:43 step 6803: train=0.018366 test=0.016094 entropy=4.135622 used=64
2020/02/27 11:22:53 step 6804: train=0.015527 test=0.012815 entropy=4.135359 used=64
2020/02/27 11:23:03 step 6805: train=0.015022 test=0.015953 entropy=4.136168 used=64
2020/02/27 11:23:13 step 6806: train=0.014773 test=0.016580 entropy=4.131757 used=64
2020/02/27 11:23:24 step 6807: train=0.017463 test=0.017645 entropy=4.134992 used=64
2020/02/27 11:23:34 step 6808: train=0.013346 test=0.015833 entropy=4.140226 used=64
2020/02/27 11:23:44 step 6809: train=0.017447 test=0.013598 entropy=4.134869 used=64
2020/02/27 11:23:54 step 6810: train=0.015828 test=0.015048 entropy=4.138889 used=64
2020/02/27 11:24:09 step 6811: train=0.013880 test=0.019273 entropy=4.136516 used=64
2020/02/27 11:24:19 step 6812: train=0.014916 test=0.015970 entropy=4.136753 used=64
2020/02/27 11:24:29 step 6813: train=0.017229 test=0.015542 entropy=4.141651 used=64
2020/02/27 11:24:39 step 6814: train=0.017849 test=0.016222 entropy=4.140056 used=64
2020/02/27 11:24:49 step 6815: train=0.017677 test=0.015266 entropy=4.139145 used=64
2020/02/27 11:25:00 step 6816: train=0.018028 test=0.018182 entropy=4.137220 used=64
2020/02/27 11:25:10 step 6817: train=0.015930 test=0.013806 entropy=4.137803 used=64
2020/02/27 11:25:20 step 6818: train=0.018289 test=0.019524 entropy=4.140174 used=64
2020/02/27 11:25:30 step 6819: train=0.017838 test=0.015546 entropy=4.140653 used=64
2020/02/27 11:25:40 step 6820: train=0.013789 test=0.018369 entropy=4.139227 used=64
2020/02/27 11:25:55 step 6821: train=0.018495 test=0.016113 entropy=4.133265 used=64
2020/02/27 11:26:05 step 6822: train=0.019364 test=0.016400 entropy=4.138057 used=64
2020/02/27 11:26:15 step 6823: train=0.016908 test=0.017421 entropy=4.137897 used=64
2020/02/27 11:26:25 step 6824: train=0.017835 test=0.014924 entropy=4.138651 used=64
2020/02/27 11:26:35 step 6825: train=0.016937 test=0.019222 entropy=4.130466 used=64
2020/02/27 11:26:45 step 6826: train=0.015320 test=0.012244 entropy=4.139958 used=64
2020/02/27 11:26:56 step 6827: train=0.015305 test=0.018947 entropy=4.137872 used=64
2020/02/27 11:27:06 step 6828: train=0.015530 test=0.017137 entropy=4.141587 used=64
2020/02/27 11:27:16 step 6829: train=0.016385 test=0.015643 entropy=4.138271 used=64
2020/02/27 11:27:26 step 6830: train=0.016909 test=0.019803 entropy=4.140652 used=64
2020/02/27 11:27:41 step 6831: train=0.017825 test=0.018523 entropy=4.139727 used=64
2020/02/27 11:27:51 step 6832: train=0.016634 test=0.016618 entropy=4.138553 used=64
2020/02/27 11:28:01 step 6833: train=0.017581 test=0.013387 entropy=4.139303 used=64
2020/02/27 11:28:11 step 6834: train=0.017906 test=0.019064 entropy=4.137942 used=64
2020/02/27 11:28:21 step 6835: train=0.016480 test=0.016717 entropy=4.133234 used=64
2020/02/27 11:28:32 step 6836: train=0.015596 test=0.014601 entropy=4.136399 used=64
2020/02/27 11:28:42 step 6837: train=0.017179 test=0.017378 entropy=4.141917 used=64
2020/02/27 11:28:52 step 6838: train=0.016889 test=0.014663 entropy=4.137637 used=64
2020/02/27 11:29:02 step 6839: train=0.012996 test=0.016513 entropy=4.135529 used=64
2020/02/27 11:29:12 step 6840: train=0.016127 test=0.017194 entropy=4.135706 used=64
2020/02/27 11:29:27 step 6841: train=0.013959 test=0.017575 entropy=4.139811 used=64
2020/02/27 11:29:37 step 6842: train=0.017291 test=0.016811 entropy=4.139616 used=64
2020/02/27 11:29:48 step 6843: train=0.019147 test=0.018481 entropy=4.137824 used=64
2020/02/27 11:29:58 step 6844: train=0.015110 test=0.016706 entropy=4.140589 used=64
2020/02/27 11:30:08 step 6845: train=0.017130 test=0.016703 entropy=4.134422 used=64
2020/02/27 11:30:18 step 6846: train=0.017408 test=0.019965 entropy=4.140873 used=64
2020/02/27 11:30:28 step 6847: train=0.014875 test=0.015437 entropy=4.143175 used=64
2020/02/27 11:30:39 step 6848: train=0.016170 test=0.019221 entropy=4.136782 used=64
2020/02/27 11:30:49 step 6849: train=0.015281 test=0.016386 entropy=4.135355 used=64
2020/02/27 11:30:59 step 6850: train=0.014801 test=0.019235 entropy=4.139437 used=64
2020/02/27 11:31:14 step 6851: train=0.019328 test=0.018773 entropy=4.135965 used=64
2020/02/27 11:31:24 step 6852: train=0.014111 test=0.018763 entropy=4.135604 used=64
2020/02/27 11:31:34 step 6853: train=0.019583 test=0.014647 entropy=4.136017 used=64
2020/02/27 11:31:44 step 6854: train=0.016466 test=0.018658 entropy=4.136000 used=64
2020/02/27 11:31:54 step 6855: train=0.016937 test=0.015784 entropy=4.133592 used=64
2020/02/27 11:32:04 step 6856: train=0.015499 test=0.017784 entropy=4.136086 used=64
2020/02/27 11:32:15 step 6857: train=0.017668 test=0.016526 entropy=4.136043 used=64
2020/02/27 11:32:25 step 6858: train=0.018969 test=0.015826 entropy=4.137049 used=64
2020/02/27 11:32:35 step 6859: train=0.017178 test=0.017920 entropy=4.137733 used=64
2020/02/27 11:32:45 step 6860: train=0.018699 test=0.015569 entropy=4.133070 used=64
2020/02/27 11:32:59 step 6861: train=0.020153 test=0.016308 entropy=4.132438 used=64
2020/02/27 11:33:09 step 6862: train=0.014028 test=0.016686 entropy=4.143316 used=64
2020/02/27 11:33:20 step 6863: train=0.017266 test=0.016262 entropy=4.132711 used=64
2020/02/27 11:33:30 step 6864: train=0.018327 test=0.019884 entropy=4.134586 used=64
2020/02/27 11:33:40 step 6865: train=0.018099 test=0.016318 entropy=4.132520 used=64
2020/02/27 11:33:50 step 6866: train=0.017100 test=0.014734 entropy=4.138791 used=64
2020/02/27 11:34:00 step 6867: train=0.017640 test=0.019724 entropy=4.133864 used=64
2020/02/27 11:34:11 step 6868: train=0.014336 test=0.016391 entropy=4.136190 used=64
2020/02/27 11:34:21 step 6869: train=0.017944 test=0.014494 entropy=4.137460 used=64
2020/02/27 11:34:31 step 6870: train=0.015675 test=0.015141 entropy=4.133419 used=64
2020/02/27 11:34:45 step 6871: train=0.014352 test=0.013670 entropy=4.138885 used=64
2020/02/27 11:34:55 step 6872: train=0.017709 test=0.015134 entropy=4.138177 used=64
2020/02/27 11:35:06 step 6873: train=0.018638 test=0.017309 entropy=4.137815 used=64
2020/02/27 11:35:16 step 6874: train=0.017435 test=0.015019 entropy=4.137815 used=64
2020/02/27 11:35:26 step 6875: train=0.016977 test=0.020443 entropy=4.137786 used=64
2020/02/27 11:35:36 step 6876: train=0.017651 test=0.013274 entropy=4.141047 used=64
2020/02/27 11:35:46 step 6877: train=0.016109 test=0.018235 entropy=4.133861 used=64
2020/02/27 11:35:56 step 6878: train=0.015364 test=0.016884 entropy=4.138185 used=64
2020/02/27 11:36:06 step 6879: train=0.015067 test=0.016409 entropy=4.137460 used=64
2020/02/27 11:36:17 step 6880: train=0.016564 test=0.016510 entropy=4.136890 used=64
2020/02/27 11:36:31 step 6881: train=0.016777 test=0.017957 entropy=4.134980 used=64
2020/02/27 11:36:41 step 6882: train=0.015408 test=0.016697 entropy=4.139056 used=64
2020/02/27 11:36:51 step 6883: train=0.015806 test=0.015592 entropy=4.134966 used=64
2020/02/27 11:37:02 step 6884: train=0.017675 test=0.016460 entropy=4.136592 used=64
2020/02/27 11:37:11 step 6885: train=0.014795 test=0.018445 entropy=4.134107 used=64
2020/02/27 11:37:21 step 6886: train=0.019131 test=0.018711 entropy=4.135174 used=64
2020/02/27 11:37:31 step 6887: train=0.016204 test=0.016769 entropy=4.130952 used=64
2020/02/27 11:37:41 step 6888: train=0.017562 test=0.017355 entropy=4.136391 used=64
2020/02/27 11:37:52 step 6889: train=0.017658 test=0.018365 entropy=4.133008 used=64
2020/02/27 11:38:02 step 6890: train=0.014943 test=0.017896 entropy=4.140381 used=64
2020/02/27 11:38:16 step 6891: train=0.020734 test=0.018245 entropy=4.137582 used=64
2020/02/27 11:38:26 step 6892: train=0.016580 test=0.016045 entropy=4.132544 used=64
2020/02/27 11:38:36 step 6893: train=0.017528 test=0.015578 entropy=4.141576 used=64
2020/02/27 11:38:47 step 6894: train=0.015702 test=0.016255 entropy=4.139939 used=64
2020/02/27 11:38:57 step 6895: train=0.014526 test=0.017137 entropy=4.136444 used=64
2020/02/27 11:39:07 step 6896: train=0.019257 test=0.017976 entropy=4.138343 used=64
2020/02/27 11:39:17 step 6897: train=0.016101 test=0.017657 entropy=4.141852 used=64
2020/02/27 11:39:27 step 6898: train=0.014742 test=0.013217 entropy=4.130338 used=64
2020/02/27 11:39:38 step 6899: train=0.017743 test=0.016175 entropy=4.140544 used=64
2020/02/27 11:39:48 step 6900: train=0.019456 test=0.019588 entropy=4.139102 used=64
2020/02/27 11:40:02 step 6901: train=0.016152 test=0.017692 entropy=4.137279 used=64
2020/02/27 11:40:13 step 6902: train=0.015855 test=0.016099 entropy=4.137491 used=64
2020/02/27 11:40:23 step 6903: train=0.015170 test=0.016080 entropy=4.139666 used=64
2020/02/27 11:40:33 step 6904: train=0.015481 test=0.017396 entropy=4.138169 used=64
2020/02/27 11:40:43 step 6905: train=0.015188 test=0.015509 entropy=4.138574 used=64
2020/02/27 11:40:53 step 6906: train=0.015193 test=0.017073 entropy=4.132402 used=64
2020/02/27 11:41:03 step 6907: train=0.015985 test=0.014546 entropy=4.135224 used=64
2020/02/27 11:41:14 step 6908: train=0.016545 test=0.016215 entropy=4.134332 used=64
2020/02/27 11:41:24 step 6909: train=0.016455 test=0.015096 entropy=4.143533 used=64
2020/02/27 11:41:34 step 6910: train=0.017681 test=0.015604 entropy=4.136689 used=64
2020/02/27 11:41:49 step 6911: train=0.014219 test=0.018029 entropy=4.139717 used=64
2020/02/27 11:41:59 step 6912: train=0.017792 test=0.017135 entropy=4.138758 used=64
2020/02/27 11:42:09 step 6913: train=0.015593 test=0.019689 entropy=4.143329 used=64
2020/02/27 11:42:19 step 6914: train=0.017840 test=0.016816 entropy=4.139687 used=64
2020/02/27 11:42:29 step 6915: train=0.017546 test=0.015795 entropy=4.137952 used=64
2020/02/27 11:42:40 step 6916: train=0.018858 test=0.015663 entropy=4.134093 used=64
2020/02/27 11:42:50 step 6917: train=0.016427 test=0.017380 entropy=4.131433 used=64
2020/02/27 11:43:00 step 6918: train=0.018931 test=0.014715 entropy=4.137987 used=64
2020/02/27 11:43:10 step 6919: train=0.016056 test=0.013862 entropy=4.131104 used=64
2020/02/27 11:43:20 step 6920: train=0.016756 test=0.015786 entropy=4.139560 used=64
2020/02/27 11:43:35 step 6921: train=0.015706 test=0.017254 entropy=4.139520 used=64
2020/02/27 11:43:45 step 6922: train=0.016959 test=0.015679 entropy=4.135884 used=64
2020/02/27 11:43:55 step 6923: train=0.020120 test=0.014834 entropy=4.139415 used=64
2020/02/27 11:44:05 step 6924: train=0.015484 test=0.014281 entropy=4.130819 used=64
2020/02/27 11:44:16 step 6925: train=0.016056 test=0.016179 entropy=4.140140 used=64
2020/02/27 11:44:26 step 6926: train=0.016511 test=0.015733 entropy=4.136853 used=64
2020/02/27 11:44:36 step 6927: train=0.017756 test=0.016166 entropy=4.140272 used=64
2020/02/27 11:44:46 step 6928: train=0.017311 test=0.018795 entropy=4.138439 used=64
2020/02/27 11:44:56 step 6929: train=0.014530 test=0.016269 entropy=4.133637 used=64
2020/02/27 11:45:06 step 6930: train=0.018135 test=0.017236 entropy=4.139660 used=64
2020/02/27 11:45:21 step 6931: train=0.015515 test=0.017559 entropy=4.136667 used=64
2020/02/27 11:45:31 step 6932: train=0.016678 test=0.014846 entropy=4.137917 used=64
2020/02/27 11:45:41 step 6933: train=0.019389 test=0.017371 entropy=4.138890 used=64
2020/02/27 11:45:51 step 6934: train=0.014904 test=0.015838 entropy=4.140989 used=64
2020/02/27 11:46:01 step 6935: train=0.013867 test=0.017425 entropy=4.134704 used=64
2020/02/27 11:46:11 step 6936: train=0.015725 test=0.018242 entropy=4.138433 used=64
2020/02/27 11:46:21 step 6937: train=0.016262 test=0.015246 entropy=4.136715 used=64
2020/02/27 11:46:31 step 6938: train=0.016305 test=0.020597 entropy=4.134362 used=64
2020/02/27 11:46:42 step 6939: train=0.014201 test=0.017487 entropy=4.133722 used=64
2020/02/27 11:46:52 step 6940: train=0.016298 test=0.018328 entropy=4.135812 used=64
2020/02/27 11:47:06 step 6941: train=0.018398 test=0.018340 entropy=4.141418 used=64
2020/02/27 11:47:16 step 6942: train=0.016637 test=0.019057 entropy=4.133638 used=64
2020/02/27 11:47:26 step 6943: train=0.013840 test=0.015563 entropy=4.137455 used=64
2020/02/27 11:47:37 step 6944: train=0.015943 test=0.014985 entropy=4.137250 used=64
2020/02/27 11:47:47 step 6945: train=0.019419 test=0.014970 entropy=4.138372 used=64
2020/02/27 11:47:57 step 6946: train=0.014273 test=0.017065 entropy=4.139593 used=64
2020/02/27 11:48:07 step 6947: train=0.016273 test=0.017268 entropy=4.128267 used=64
2020/02/27 11:48:17 step 6948: train=0.016438 test=0.013214 entropy=4.136735 used=64
2020/02/27 11:48:27 step 6949: train=0.015470 test=0.018295 entropy=4.136102 used=64
2020/02/27 11:48:37 step 6950: train=0.016885 test=0.015915 entropy=4.140594 used=64
2020/02/27 11:48:52 step 6951: train=0.017206 test=0.015360 entropy=4.136206 used=64
2020/02/27 11:49:02 step 6952: train=0.015299 test=0.015624 entropy=4.128789 used=64
2020/02/27 11:49:12 step 6953: train=0.015148 test=0.015552 entropy=4.143494 used=64
2020/02/27 11:49:22 step 6954: train=0.014646 test=0.012757 entropy=4.137529 used=64
2020/02/27 11:49:33 step 6955: train=0.017248 test=0.015242 entropy=4.134894 used=64
2020/02/27 11:49:43 step 6956: train=0.017786 test=0.017293 entropy=4.144702 used=64
2020/02/27 11:49:53 step 6957: train=0.015328 test=0.016413 entropy=4.138827 used=64
2020/02/27 11:50:03 step 6958: train=0.016812 test=0.015533 entropy=4.139096 used=64
2020/02/27 11:50:13 step 6959: train=0.018294 test=0.017492 entropy=4.135793 used=64
2020/02/27 11:50:23 step 6960: train=0.015265 test=0.015274 entropy=4.137336 used=64
2020/02/27 11:50:38 step 6961: train=0.016123 test=0.015307 entropy=4.139639 used=64
2020/02/27 11:50:48 step 6962: train=0.017464 test=0.018015 entropy=4.143406 used=64
2020/02/27 11:50:58 step 6963: train=0.017329 test=0.015005 entropy=4.135923 used=64
2020/02/27 11:51:08 step 6964: train=0.016758 test=0.015872 entropy=4.130822 used=64
2020/02/27 11:51:19 step 6965: train=0.018388 test=0.015037 entropy=4.137647 used=64
2020/02/27 11:51:29 step 6966: train=0.018461 test=0.017196 entropy=4.143007 used=64
2020/02/27 11:51:39 step 6967: train=0.017692 test=0.013978 entropy=4.141563 used=64
2020/02/27 11:51:49 step 6968: train=0.016200 test=0.016527 entropy=4.131771 used=64
2020/02/27 11:51:59 step 6969: train=0.015796 test=0.019040 entropy=4.136704 used=64
2020/02/27 11:52:09 step 6970: train=0.015617 test=0.017538 entropy=4.140032 used=64
2020/02/27 11:52:24 step 6971: train=0.015597 test=0.017411 entropy=4.135086 used=64
2020/02/27 11:52:34 step 6972: train=0.016317 test=0.017146 entropy=4.134546 used=64
2020/02/27 11:52:44 step 6973: train=0.016072 test=0.016396 entropy=4.138298 used=64
2020/02/27 11:52:54 step 6974: train=0.018966 test=0.017775 entropy=4.130622 used=64
2020/02/27 11:53:04 step 6975: train=0.016052 test=0.015958 entropy=4.139281 used=64
2020/02/27 11:53:15 step 6976: train=0.016519 test=0.017844 entropy=4.141210 used=64
2020/02/27 11:53:25 step 6977: train=0.017646 test=0.017051 entropy=4.134385 used=64
2020/02/27 11:53:35 step 6978: train=0.017472 test=0.017377 entropy=4.132439 used=64
2020/02/27 11:53:45 step 6979: train=0.016882 test=0.018252 entropy=4.141207 used=64
2020/02/27 11:53:55 step 6980: train=0.015789 test=0.015250 entropy=4.136585 used=64
2020/02/27 11:54:10 step 6981: train=0.014502 test=0.016446 entropy=4.138701 used=64
2020/02/27 11:54:20 step 6982: train=0.016260 test=0.017184 entropy=4.133169 used=64
2020/02/27 11:54:30 step 6983: train=0.015548 test=0.020065 entropy=4.136608 used=64
2020/02/27 11:54:40 step 6984: train=0.019116 test=0.017357 entropy=4.139997 used=64
2020/02/27 11:54:51 step 6985: train=0.015442 test=0.016824 entropy=4.133526 used=64
2020/02/27 11:55:01 step 6986: train=0.017862 test=0.019167 entropy=4.136225 used=64
2020/02/27 11:55:11 step 6987: train=0.016973 test=0.016409 entropy=4.135776 used=64
2020/02/27 11:55:21 step 6988: train=0.016147 test=0.015475 entropy=4.130632 used=64
2020/02/27 11:55:31 step 6989: train=0.016173 test=0.014038 entropy=4.138286 used=64
2020/02/27 11:55:41 step 6990: train=0.017455 test=0.017876 entropy=4.140139 used=64
2020/02/27 11:55:56 step 6991: train=0.019708 test=0.017096 entropy=4.130096 used=64
2020/02/27 11:56:06 step 6992: train=0.014949 test=0.017436 entropy=4.134527 used=64
2020/02/27 11:56:16 step 6993: train=0.016232 test=0.016882 entropy=4.139634 used=64
2020/02/27 11:56:27 step 6994: train=0.016023 test=0.015507 entropy=4.141615 used=64
2020/02/27 11:56:37 step 6995: train=0.015429 test=0.014973 entropy=4.137393 used=64
2020/02/27 11:56:47 step 6996: train=0.016460 test=0.015462 entropy=4.137584 used=64
2020/02/27 11:56:57 step 6997: train=0.016161 test=0.017411 entropy=4.140050 used=64
2020/02/27 11:57:07 step 6998: train=0.014212 test=0.017812 entropy=4.138577 used=64
2020/02/27 11:57:17 step 6999: train=0.016779 test=0.016984 entropy=4.131102 used=64
2020/02/27 11:57:28 step 7000: train=0.017473 test=0.014256 entropy=4.143401 used=64
2020/02/27 11:57:42 step 7001: train=0.018053 test=0.017269 entropy=4.135573 used=64
2020/02/27 11:57:52 step 7002: train=0.016641 test=0.017869 entropy=4.143011 used=64
2020/02/27 11:58:02 step 7003: train=0.016936 test=0.014154 entropy=4.134119 used=64
2020/02/27 11:58:13 step 7004: train=0.015352 test=0.014847 entropy=4.139153 used=64
2020/02/27 11:58:23 step 7005: train=0.017843 test=0.019432 entropy=4.141139 used=64
2020/02/27 11:58:33 step 7006: train=0.016965 test=0.015055 entropy=4.136209 used=64
2020/02/27 11:58:43 step 7007: train=0.016289 test=0.017780 entropy=4.134691 used=64
2020/02/27 11:58:53 step 7008: train=0.015663 test=0.018385 entropy=4.131591 used=64
2020/02/27 11:59:04 step 7009: train=0.017960 test=0.014295 entropy=4.134403 used=64
2020/02/27 11:59:14 step 7010: train=0.017030 test=0.017451 entropy=4.139813 used=64
2020/02/27 11:59:30 step 7011: train=0.017385 test=0.019445 entropy=4.136660 used=64
2020/02/27 11:59:41 step 7012: train=0.018271 test=0.017018 entropy=4.130782 used=64
2020/02/27 11:59:51 step 7013: train=0.018817 test=0.013969 entropy=4.135378 used=64
2020/02/27 12:00:01 step 7014: train=0.016894 test=0.017469 entropy=4.141831 used=64
2020/02/27 12:00:11 step 7015: train=0.014800 test=0.014471 entropy=4.136358 used=64
2020/02/27 12:00:21 step 7016: train=0.015288 test=0.015137 entropy=4.141095 used=64
2020/02/27 12:00:31 step 7017: train=0.014834 test=0.018205 entropy=4.134850 used=64
2020/02/27 12:00:42 step 7018: train=0.016403 test=0.017805 entropy=4.136353 used=64
